frame_id,timestamp,left_elbow,right_elbow,elbow_mean,elbow_diff,body_alignment,alignment_deviation,form_score,form_status,depth_score,alignment_score,symmetry_score,control_score,rep_count,valid_reps,invalid_reps,state,has_pose,detection_confidence,fps,inference_ms
0,0.0,179.3802488543614,179.90907610974182,179.64466248205161,0.5288272553804063,179.46069939342433,0.5393006065756651,61.335586372309805,NEEDS IMPROVEMENT,0.0,100.0,98.67793186154898,57.99999999999999,0,0,0,UNKNOWN,True,0.97,0.0,0.1761659996191156
2,0.06666666666666667,179.91498557891143,178.5139844124123,179.21448499566185,1.4010011664991282,178.52065765226087,1.4793423477391343,60.89949941675044,NEEDS IMPROVEMENT,0.0,100.0,96.49749708375218,57.99999999999999,0,0,0,UP,True,0.97,59.49652434682791,0.10885099982260726
4,0.13333333333333333,179.62047989771628,179.8153646888468,179.71792229328156,0.19488479113053359,179.87723513802933,0.1227648619706656,61.502557604434735,NEEDS IMPROVEMENT,0.0,100.0,99.51278802217367,57.99999999999999,0,0,0,UP,True,0.97,64.41934519996798,0.12667500050156377
6,0.2,178.26644774119745,179.13525996667212,178.7008538539348,0.8688122254746702,179.99440067005474,0.005599329945255249,61.16559388726267,NEEDS IMPROVEMENT,0.0,100.0,97.82796943631332,57.99999999999999,0,0,0,UP,True,0.97,66.61410887493238,0.12346399944362929
8,0.26666666666666666,177.7193922222681,179.7068284891484,178.71311035570824,1.9874362668802803,179.1348550855602,0.86514491443981,60.60628186655986,NEEDS IMPROVEMENT,0.0,100.0,95.0314093327993,57.99999999999999,0,0,0,UP,True,0.97,67.49448312720561,0.11125699984404491
10,0.3333333333333333,176.33102050970712,175.87747926383025,176.10424988676868,0.4535412458768633,178.75817917781228,1.2418208221877194,61.37322937706157,NEEDS IMPROVEMENT,0.0,100.0,98.86614688530784,57.99999999999999,0,0,0,UP,True,0.97,68.08540120733852,0.1152320000983309
12,0.4,166.71477406798104,177.15310872813373,171.93394139805739,10.438334660152691,178.07801625060364,1.921983749396361,56.380832669923656,POOR,0.0,100.0,73.90416334961827,57.99999999999999,0,0,0,UP,True,0.97,68.77774490655155,0.10317399937775917
14,0.4666666666666667,159.60544795687522,176.21017710144162,167.90781252915843,16.60472914456639,177.92435499463744,2.07564500536256,53.297635427716806,POOR,0.0,100.0,58.48817713858402,57.99999999999999,0,0,0,UP,True,0.97,68.9968336466457,0.11040699973818846
16,0.5333333333333333,154.60068351293268,178.96291273179102,166.78179812236186,24.362229218858346,178.28504791515707,1.7149520848429347,49.41888539057083,POOR,0.0,100.0,39.094426952854135,57.99999999999999,0,0,0,UP,True,0.97,69.25788732290202,0.14782599919271888
18,0.6,149.490607423571,174.82684553851368,162.15872648104232,25.336238114942688,177.63077727603678,2.369222723963219,48.93188094252866,POOR,0.0,100.0,36.65940471264329,57.99999999999999,0,0,0,UP,True,0.97,69.17359406255046,0.09803600005398039
20,0.6666666666666666,142.36663480262493,166.9670123027105,154.66682355266772,24.600377500085557,176.85352902343223,3.1464709765677696,51.58545829881391,POOR,7.618823496188969,100.0,38.499056249786115,57.99999999999999,0,0,0,UP,True,0.97,68.81793149205875,0.1519679999546497
22,0.7333333333333333,134.6328668184689,164.95725909341326,149.7950629559411,30.32439227494436,176.5147922314512,3.485207768548804,49.62009054215248,POOR,14.578481491512726,100.0,24.189019312639104,52.0437111608542,0,0,0,UP,True,0.97,68.49482829636983,0.15948100008245092
24,0.8,130.7181199213575,156.97413724837241,143.84612858486497,26.256017327014916,176.54250000184058,3.4574999981594203,53.33406510340212,POOR,23.076959164478613,100.0,34.35995668246271,47.69493008782996,0,0,0,UP,True,0.97,68.16582729204525,0.10911999925156124
26,0.8666666666666667,124.1023676890029,149.87052643380596,136.98644706140442,25.76815874480306,175.24010638131267,4.759893618687329,56.44652974879021,POOR,32.87650419799369,100.0,35.57960313799236,47.338289308968186,0,0,0,MOVING,True,0.97,67.45932952911224,0.1121299992519198
28,0.9333333333333333,117.90187709933332,147.97328533293648,132.9375812161349,30.071408233603165,176.371069723503,3.6289302764969875,56.277161703119695,POOR,38.66059826266442,100.0,24.821479415992087,48.573431705609735,0,0,0,MOVING,True,0.97,66.78120422295744,0.10171399935643421
30,1.0,112.58418869585644,139.34422416696341,125.96420643140993,26.760035471106974,176.03453783092948,3.96546216907052,60.94983404399883,NEEDS IMPROVEMENT,48.62256224084295,100.0,33.099911322232565,48.715415536497154,0,0,0,MOVING,True,0.97,66.26375374056722,0.16408099963882705
32,1.0666666666666667,106.21093791996161,134.08070263692318,120.14582027844239,27.86976471696157,174.30357519855414,5.696424801445858,63.168757867385295,NEEDS IMPROVEMENT,56.93454245936802,100.0,30.325588207596077,50.116387440278366,0,0,0,MOVING,True,0.97,66.04053503322326,0.11840100069093751
34,1.1333333333333333,102.1076274049124,129.41857932790862,115.76310336641052,27.31095192299621,175.11881047040993,4.881189529590074,65.50614211995247,NEEDS IMPROVEMENT,63.19556661941355,100.0,31.722620192509478,51.0147404781326,0,0,0,MOVING,True,0.97,64.96382450458088,0.11529699986567721
