frame_id,timestamp,left_elbow,right_elbow,elbow_mean,elbow_diff,body_alignment,alignment_deviation,form_score,form_status,depth_score,alignment_score,symmetry_score,control_score,rep_count,valid_reps,invalid_reps,state,has_pose,detection_confidence,fps,inference_ms
0,0.0,179.3802488543614,176.961348897494,178.1707988759277,2.4188999568674205,179.47491863164322,0.5250813683567799,60.39055002156629,NEEDS IMPROVEMENT,0.0,100.0,93.95275010783145,57.99999999999999,0,0,0,UNKNOWN,True,0.97,0.0,0.18339999951422215
2,0.06666666666666667,179.91498557891143,175.09400846917063,177.50449702404103,4.820977109740795,178.5389716733904,1.4610283266096076,59.189511445129604,POOR,0.0,100.0,87.94755722564801,57.99999999999999,0,0,0,UP,True,0.97,50.25047853605062,0.129441000353836
4,0.13333333333333333,179.62047989771628,175.0294619840069,177.3249709408616,4.591017913709379,179.9106854929735,0.08931450702650068,59.30449104314531,POOR,0.0,100.0,88.52245521572655,57.99999999999999,0,0,0,UP,True,0.97,53.12708760415273,0.22874700061947806
6,0.2,178.26644774119745,173.8882501042252,176.07734892271134,4.37819763697226,179.93836068163475,0.06163931836525194,59.41090118151388,POOR,0.0,100.0,89.05450590756935,57.99999999999999,0,0,0,UP,True,0.97,54.628328699802566,0.12343700018391246
8,0.26666666666666666,177.7193922222681,169.76478529094567,173.7420887566069,7.954606931322445,179.26522789639955,0.7347721036004486,57.62269653433878,POOR,0.0,100.0,80.11348267169389,57.99999999999999,0,0,0,UP,True,0.97,56.2467353606082,0.12431699997250689
10,0.3333333333333333,176.33102050970712,162.3575737148518,169.34429711227946,13.973446794855306,178.9947608750852,1.0052391249147945,54.61327660257235,POOR,0.0,100.0,65.06638301286173,57.99999999999999,0,0,0,UP,True,0.97,57.65695987348358,0.1328509997620131
12,0.4,166.71477406798104,159.29188907411842,163.00333157104973,7.422884993862624,178.47222255503982,1.5277774449601793,57.8885575030687,POOR,0.0,100.0,81.44278751534344,57.99999999999999,0,0,0,UP,True,0.97,57.72279948369876,0.15745500058983453
14,0.4666666666666667,159.60544795687522,153.7553977008284,156.68042282885182,5.8500502560468135,178.5524866635796,1.4475133364203998,58.938409535972816,POOR,4.7422531016402605,100.0,85.37487435988297,52.20379366752069,0,0,0,UP,True,0.97,58.28309136600211,0.12216100003570318
16,0.5333333333333333,154.60068351293268,151.03333537487333,152.817009443903,3.5673481380593444,179.24293821317414,0.757061786825858,61.15395003224037,NEEDS IMPROVEMENT,10.261415080138566,100.0,91.08162965485164,49.29599788614235,0,0,0,UP,True,0.97,57.57009116326668,0.16364900056942133
18,0.6,149.490607423571,144.45356339953366,146.9720854115523,5.037044024037328,179.01183366758713,0.9881663324128738,62.92711526126664,NEEDS IMPROVEMENT,18.611306554925267,100.0,87.40738993990668,49.31122653403863,0,0,0,UP,True,0.97,57.279062389215575,0.12347000028967159
20,0.6666666666666666,142.36663480262493,137.22020955592274,139.79342217927382,5.146425246702194,178.64093618352683,1.3590638164731672,65.83211958828849,NEEDS IMPROVEMENT,28.866539743894542,100.0,87.13393688324452,48.72685144235614,0,0,0,UP,True,0.97,56.78295799430819,0.14344499959406676
22,0.7333333333333333,134.6328668184689,134.81177923203342,134.72232302525117,0.17891241356451815,178.72847449393134,1.2715255060686559,70.49862956529053,NEEDS IMPROVEMENT,36.110967106784045,100.0,99.5527189660887,48.77397820018786,0,0,0,MOVING,True,0.97,56.55611870082262,0.16344499999831896
