frame_id,timestamp,left_elbow,right_elbow,elbow_mean,elbow_diff,body_alignment,alignment_deviation,form_score,form_status,depth_score,alignment_score,symmetry_score,control_score,rep_count,valid_reps,invalid_reps,state,has_pose,detection_confidence,fps,inference_ms
0,0.0,179.3802488543614,176.961348897494,178.1707988759277,2.4188999568674205,179.47491863164322,0.5250813683567799,60.39055002156629,NEEDS IMPROVEMENT,0.0,100.0,93.95275010783145,57.99999999999999,0,0,0,UNKNOWN,True,0.97,0.0,0.17399499938619556
2,0.06666666666666667,179.91498557891143,175.09400846917063,177.50449702404103,4.820977109740795,178.5389716733904,1.4610283266096076,59.189511445129604,POOR,0.0,100.0,87.94755722564801,57.99999999999999,0,0,0,UP,True,0.97,58.27668669354505,0.1146949998656055
4,0.13333333333333333,179.62047989771628,175.0294619840069,177.3249709408616,4.591017913709379,179.9106854929735,0.08931450702650068,59.30449104314531,POOR,0.0,100.0,88.52245521572655,57.99999999999999,0,0,0,UP,True,0.97,64.29727769178903,0.11037999956897693
6,0.2,178.26644774119745,173.8882501042252,176.07734892271134,4.37819763697226,179.93836068163475,0.06163931836525194,59.41090118151388,POOR,0.0,100.0,89.05450590756935,57.99999999999999,0,0,0,UP,True,0.97,66.7086189757367,0.1329099995928118
8,0.26666666666666666,177.7193922222681,169.76478529094567,173.7420887566069,7.954606931322445,179.26522789639955,0.7347721036004486,57.62269653433878,POOR,0.0,100.0,80.11348267169389,57.99999999999999,0,0,0,UP,True,0.97,67.56877170707043,0.1270749999093823
10,0.3333333333333333,176.33102050970712,162.3575737148518,169.34429711227946,13.973446794855306,178.9947608750852,1.0052391249147945,54.61327660257235,POOR,0.0,100.0,65.06638301286173,57.99999999999999,0,0,0,UP,True,0.97,68.42826569109961,0.11280000035185367
12,0.4,166.71477406798104,159.29188907411842,163.00333157104973,7.422884993862624,178.47222255503982,1.5277774449601793,57.8885575030687,POOR,0.0,100.0,81.44278751534344,57.99999999999999,0,0,0,UP,True,0.97,69.48289486299558,0.10037700030807173
14,0.4666666666666667,159.60544795687522,153.7553977008284,156.68042282885182,5.8500502560468135,178.5524866635796,1.4475133364203998,58.938409535972816,POOR,4.7422531016402605,100.0,85.37487435988297,52.20379366752069,0,0,0,UP,True,0.97,71.21947577135438,0.09035400034917984
16,0.5333333333333333,154.60068351293268,151.03333537487333,152.817009443903,3.5673481380593444,179.24293821317414,0.757061786825858,61.15395003224037,NEEDS IMPROVEMENT,10.261415080138566,100.0,91.08162965485164,49.29599788614235,0,0,0,UP,True,0.97,71.66413046561483,0.09471400062466273
18,0.6,149.490607423571,144.45356339953366,146.9720854115523,5.037044024037328,179.01183366758713,0.9881663324128738,62.92711526126664,NEEDS IMPROVEMENT,18.611306554925267,100.0,87.40738993990668,49.31122653403863,0,0,0,UP,True,0.97,72.5165271007306,0.12983400029042969
20,0.6666666666666666,142.36663480262493,137.22020955592274,139.79342217927382,5.146425246702194,178.64093618352683,1.3590638164731672,65.83211958828849,NEEDS IMPROVEMENT,28.866539743894542,100.0,87.13393688324452,48.72685144235614,0,0,0,UP,True,0.97,72.78661181405339,0.09431299986317754
22,0.7333333333333333,134.6328668184689,134.81177923203342,134.72232302525117,0.17891241356451815,178.72847449393134,1.2715255060686559,70.49862956529053,NEEDS IMPROVEMENT,36.110967106784045,100.0,99.5527189660887,48.77397820018786,0,0,0,MOVING,True,0.97,72.9752825420917,0.13828999999532243
24,0.8,130.7181199213575,127.02976927634666,128.87394459885206,3.6883506450108428,179.22243414651106,0.7775658534889374,71.00518543979955,NEEDS IMPROVEMENT,44.465793430211335,100.0,90.7791233874729,47.54811366620784,0,0,0,MOVING,True,0.97,73.53290818232169,0.07418200038955547
26,0.8666666666666667,124.1023676890029,120.0354861749898,122.06892693199634,4.0668815140131045,178.3506000036186,1.6493999963813906,73.69632121173996,NEEDS IMPROVEMENT,54.18724724000522,100.0,89.83279621496723,47.36793898372474,0,0,0,MOVING,True,0.97,73.85345507726907,0.09601599958841689
28,0.9333333333333333,117.90187709933332,117.92882948147168,117.91535329040249,0.026952382138361486,179.9508480362426,0.04915196375739583,77.7338200017846,GOOD,60.12092387085358,100.0,99.93261904465409,48.55509515798849,0,0,0,MOVING,True,0.97,73.98336283801605,0.10257699977955781
30,1.0,112.58418869585644,109.43724304728065,111.01071587156855,3.1469456485757945,179.94552639696107,0.054473603038928786,79.17140285363534,GOOD,69.98469161204493,100.0,92.1326358785605,48.747340971548795,0,0,0,MOVING,True,0.97,74.02288167684523,0.08734499988349853
32,1.0666666666666667,106.21093791996161,104.3160343490743,105.26348613451796,1.8949035708873083,178.71360190660235,1.2863980933976507,82.52902050859498,GOOD,78.19501980783147,100.0,95.26274107278174,50.089831758445946,0,0,0,MOVING,True,0.97,75.2867878908205,0.0960690003921627
34,1.1333333333333333,102.1076274049124,99.63637464544456,100.87200102517849,2.471252759467845,179.87614449244208,0.12385550755791996,84.3157727263292,GOOD,84.46856996403072,100.0,93.82186810133038,51.05414058426953,0,0,0,MOVING,True,0.97,75.37505061150955,0.1325289995293133
36,1.2,98.91859210040126,96.447149677324,97.68287088886262,2.4714424230772494,178.81867630118523,1.181323698814765,85.64088164085604,GOOD,89.02447015876767,100.0,93.82139394230687,50.84630902382181,0,0,0,MOVING,True,0.97,75.7575715489178,0.12410899944370613
38,1.2666666666666666,96.5529043940983,93.15178664495873,94.85234551952851,3.4011177491395728,179.25043943665395,0.7495605633460514,87.11165012004125,GOOD,93.06807782924497,100.0,91.49720562715106,54.45892822918766,0,0,0,MOVING,True,0.97,76.30341648649747,0.09264199979952537
40,1.3333333333333333,93.97312659751921,90.84345749840108,92.40829204796015,3.129669099118132,178.3617417760442,1.638258223955802,89.00304028702944,GOOD,96.55958278862836,100.0,92.17582725220467,57.99999999999999,0,0,0,MOVING,True,0.97,76.73918092069894,0.10317499982193112
42,1.4,92.19592029188291,90.42185581987134,91.30888805587713,1.774064472011574,178.51696479411288,1.48303520588712,90.15201574004686,EXCELLENT,98.13015992017552,100.0,95.56483881997107,57.99999999999999,0,0,0,MOVING,True,0.97,77.1132821721955,0.0887910000528791
44,1.4666666666666666,87.60003522777403,88.06792937483306,87.83398230130354,0.46789414705902743,178.96150973039295,1.0384902696070526,91.36605292647049,EXCELLENT,100.0,100.0,98.83026463235242,57.99999999999999,0,0,0,MOVING,True,0.97,76.80661505272741,0.09490299999015406
46,1.5333333333333334,91.88022731501572,88.1408378832527,90.01053259913421,3.7393894317630156,179.82185174120943,0.1781482587905714,89.89049719541391,GOOD,99.98495342980827,100.0,90.65152642059246,58.82352941176471,0,0,0,MOVING,True,0.97,77.04747441668208,0.08603500009485288
48,1.6,89.33454491210506,89.50315979544763,89.41885235377634,0.16861488334257047,179.65492883206076,0.3450711679392384,86.14902589166205,GOOD,100.0,100.0,99.57846279164357,31.16666666666667,0,0,0,DOWN,True,0.97,76.91540037154549,0.09177100037049968
50,1.6666666666666667,90.60832696767287,91.0427803098693,90.82555363877108,0.4344533421964343,179.88370423839874,0.11629576160126476,86.48277332890179,GOOD,100.0,100.0,98.91386664450891,33.5,0,0,0,DOWN,True,0.97,77.16583371078556,0.10063699937745696
52,1.7333333333333334,95.66353479653641,93.02714908261561,94.345341939576,2.6363857139208022,179.59966881422426,0.400331185775741,85.84847380970626,GOOD,100.0,100.0,93.409035715198,35.833333333333336,0,0,0,DOWN,True,0.97,77.41490652807268,0.11155499942105962
54,1.8,96.92773050347398,97.6484009689677,97.28806573622084,0.7206704654937255,179.09285432098483,0.9071456790151728,87.27299810058648,GOOD,100.0,100.0,98.19832383626569,38.166666666666664,0,0,0,MOVING,True,0.97,77.39424495011545,0.09450299967284082
56,1.8666666666666667,101.19738937777275,98.90067887060472,100.04903412418874,2.2967105071680294,178.49462512538057,1.5053748746194344,86.95164474641598,GOOD,100.0,100.0,94.25822373207993,40.5,0,0,0,MOVING,True,0.97,77.45723532465959,0.09498100007476751
58,1.9333333333333333,103.99387068900101,103.64866640232096,103.82126854566098,0.3452042866800582,179.8145923410767,0.18540765892331024,88.39406452332663,GOOD,100.0,100.0,99.13698928329985,42.833333333333336,0,0,0,MOVING,True,0.97,77.69323864257638,0.08764599988353439
60,2.0,111.19140097708477,110.22173726333538,110.70656912021008,0.9696637137493838,178.5753412154153,1.4246587845846932,88.54850147645864,GOOD,100.0,100.0,97.57584071562654,45.166666666666664,0,0,0,MOVING,True,0.97,78.08758161035425,0.0995720001810696
62,2.066666666666667,117.13092714873187,116.1586933789641,116.64481026384799,0.9722337697677688,179.11614848939033,0.8838515106096736,87.7948451896818,GOOD,100.0,100.0,97.56941557558058,41.40481037282838,0,0,0,MOVING,True,0.97,78.52180832246165,0.08806200003164122
64,2.1333333333333333,125.47335563954168,121.60712597740168,123.54024080847168,3.8662296621400003,178.8744933323845,1.1255066676154968,86.1311265220024,GOOD,100.0,100.0,90.33442584465,40.321206765361985,0,0,0,MOVING,True,0.97,78.93830505727553,0.09743200007505948
66,2.2,132.8332391607779,127.19936844951998,130.01630380514894,5.633870711257927,179.01074981704014,0.9892501829598643,85.61564982913512,GOOD,100.0,100.0,85.91532322185518,42.16292592382044,0,0,0,MOVING,True,0.97,79.091924731712,0.09486799990554573
68,2.2666666666666666,135.17049029123953,132.2037461524203,133.6871182218299,2.966744138819223,178.72668971966533,1.2733102803346696,87.46665726921093,GOOD,100.0,100.0,92.58313965295194,44.75014669310271,0,0,0,MOVING,True,0.97,79.07957969724121,0.127238999994006
70,2.3333333333333335,142.22395675752267,138.26180387076195,140.24288031414233,3.9621528867607196,179.51269494593282,0.4873050540671784,87.38477946407994,GOOD,100.0,100.0,90.0946177830982,46.82927953730153,0,0,0,MOVING,True,0.97,79.09245207683001,0.09556500026519643
72,2.4,147.03888211848823,145.13698353162388,146.08793282505604,1.9018985868643483,178.79217452666424,1.2078254733357596,88.89874427556437,GOOD,100.0,100.0,95.24525353283913,49.24846784498269,0,0,0,MOVING,True,0.97,79.03780222644009,0.07757100047456333
74,2.466666666666667,152.8523040708826,151.91291969375484,152.3826118823187,0.9393843771277659,178.66300055591034,1.3369994440896562,89.66389015064843,GOOD,100.0,100.0,97.65153905718059,50.667911696061516,0,0,0,MOVING,True,0.97,78.96218047934474,0.08945900026446907
76,2.533333333333333,159.6915837638409,157.41933466126738,158.55545921255413,2.272249102573511,179.56422162053073,0.43577837946926934,89.13806210343118,GOOD,100.0,100.0,94.31937724356622,51.37093327358966,0,0,0,MOVING,True,0.97,78.90466438615834,0.08236499979830114
78,2.6,167.62305418064145,161.97643325271298,164.7997437166772,5.646620927928467,179.07028211776972,0.9297178822302783,56.752283964792106,POOR,0.0,100.0,85.88344768017883,47.8779721437817,1,1,0,UP,True,0.97,78.73222226424329,0.09431699982087594
80,2.6666666666666665,171.61248803908606,167.81236139246502,169.71242471577554,3.800126646621038,179.08256894880668,0.9174310511933186,57.94720644693716,POOR,0.0,100.0,90.4996833834474,49.23634885123842,1,1,0,UP,True,0.97,78.67112057783304,0.12489099935919512
82,2.7333333333333334,178.79979525780152,168.9485533148039,173.87417428630272,9.851241942997632,179.96529525702806,0.034704742971939595,54.97177509886049,POOR,0.0,100.0,75.37189514250592,49.48698035179652,1,1,0,UP,True,0.97,78.6834166176169,0.09208400024363073
84,2.8,178.68916190184018,170.20778624721584,174.448474074528,8.481375654624344,178.5813885661821,1.4186114338178868,56.427906430276096,POOR,0.0,100.0,78.79656086343914,53.34297128794137,1,1,0,UP,True,0.97,78.66567100050959,0.08946599973569391
86,2.8666666666666667,178.14762809786671,173.47368658132268,175.81065733959468,4.6739415165440334,179.61822153027083,0.38177846972916996,59.263029241727985,POOR,0.0,100.0,88.31514620863992,57.99999999999999,1,1,0,UP,True,0.97,78.84929048618116,0.08815399996819906
88,2.933333333333333,178.50834674008127,178.09283757601858,178.30059215804994,0.41550916406268357,179.85579724933004,0.1442027506699617,61.39224541796866,NEEDS IMPROVEMENT,0.0,100.0,98.96122708984329,57.99999999999999,1,1,0,UP,True,0.97,79.21811822927022,0.0828140000521671
90,3.0,179.5549129579598,175.6205270156471,177.58771998680345,3.9343859423127014,178.9454273800509,1.0545726199491128,59.63280702884365,POOR,0.0,100.0,90.16403514421825,57.99999999999999,1,1,0,UP,True,0.97,79.59828211609288,0.07493199973396258
92,3.066666666666667,179.66206749259638,175.96848258880033,177.81527504069834,3.693584903796051,179.60641151243945,0.39358848756054954,59.75320754810197,POOR,0.0,100.0,90.76603774050987,57.99999999999999,1,1,0,UP,True,0.97,79.9727493388439,0.09557099929224933
